review_id,review_text,sentiment
476,"This chair is exactly what I needed, love it.",positive
778,"Regret buying this chair, quality is very poor.",negative
754,"Very disappointed with this toy, waste of money.",negative
173,"This speaker exceeded my expectations, highly recommend.",positive
451,"I absolutely love this camera, best purchase ever!",positive
126,"I absolutely love this vacuum, best purchase ever!",positive
931,Reasonable monitor for casual use.,neutral
531,"Poor quality speaker, would not recommend to anyone.",negative
91,"Amazing experience with this vacuum, five stars!",positive
1162,It's a decent charger for the price.,neutral
182,"This laptop exceeded my expectations, highly recommend.",positive
1027,"It's an okay charger, would consider alternatives next time.",neutral
1000,"The headphones is okay, does what it says.",neutral
252,"Fantastic speaker, exceeded all my expectations.",positive
70,The phone case works perfectly and looks fantastic.,positive
132,"I absolutely love this mouse, best purchase ever!",positive
301,"This shoes is exactly what I needed, love it.",positive
1133,"The keyboard is fine, meets basic expectations.",neutral
327,"Great quality shoes, will buy again for sure.",positive
1020,"Average jacket, nothing special but works fine.",neutral
500,"I absolutely love this camera, best purchase ever!",positive
666,The shoes arrived damaged and customer service was unhelpful.,negative
919,Reasonable watch for casual use.,neutral
496,"Fantastic chair, exceeded all my expectations.",positive
339,"Amazing experience with this lamp, five stars!",positive
964,It's a decent blender for the price.,neutral
165,The toy works perfectly and looks fantastic.,positive
29,"Amazing experience with this laptop, five stars!",positive
517,"Worst lamp I have ever purchased, total garbage.",negative
194,"Great quality tablet, will buy again for sure.",positive
1104,Reasonable camera for casual use.,neutral
170,The vacuum works perfectly and looks fantastic.,positive
1059,"Not bad, not great, just an average toy.",neutral
174,The backpack works perfectly and looks fantastic.,positive
519,"Extremely frustrated with this blender, does not work as advertised.",negative
969,Reasonable jacket for casual use.,neutral
702,"Terrible backpack, broke after one use.",negative
492,"This book is exactly what I needed, love it.",positive
74,"Amazing experience with this chair, five stars!",positive
981,"The watch arrived on time, no complaints.",neutral
588,"Terrible mouse, broke after one use.",negative
235,"Fantastic speaker, exceeded all my expectations.",positive
215,The headphones works perfectly and looks fantastic.,positive
947,"The phone case arrived on time, no complaints.",neutral
133,The mouse works perfectly and looks fantastic.,positive
1156,"It's an okay watch, would consider alternatives next time.",neutral
733,"Extremely frustrated with this shoes, does not work as advertised.",negative
941,"The monitor does the job, nothing more nothing less.",neutral
186,"Great quality camera, will buy again for sure.",positive
42,"I absolutely love this charger, best purchase ever!",positive
109,"Amazing experience with this book, five stars!",positive
849,"Not worth the price, shoes feels cheaply made.",negative
569,"Regret buying this keyboard, quality is very poor.",negative
651,"Very disappointed with this tablet, waste of money.",negative
1001,"The lamp is fine, meets basic expectations.",neutral
1166,"The charger is fine, meets basic expectations.",neutral
484,"Fantastic speaker, exceeded all my expectations.",positive
469,The charger works perfectly and looks fantastic.,positive
25,"Fantastic headphones, exceeded all my expectations.",positive
661,"Extremely frustrated with this jacket, does not work as advertised.",negative
680,The blender arrived damaged and customer service was unhelpful.,negative
753,"Very disappointed with this watch, waste of money.",negative
994,"The toy arrived on time, no complaints.",neutral
367,"Fantastic camera, exceeded all my expectations.",positive
840,"This backpack was a complete letdown, returning it.",negative
1053,"Average chair, nothing special but works fine.",neutral
384,"Amazing experience with this camera, five stars!",positive
455,"I absolutely love this lamp, best purchase ever!",positive
265,"Excellent blender, fast shipping and great service.",positive
761,"The chair stopped working within a week, awful.",negative
980,"It's an okay vacuum, would consider alternatives next time.",neutral
445,The mouse works perfectly and looks fantastic.,positive
396,"Great quality vacuum, will buy again for sure.",positive
742,The blender arrived damaged and customer service was unhelpful.,negative
177,The camera works perfectly and looks fantastic.,positive
19,"Excellent headphones, fast shipping and great service.",positive
949,Reasonable mouse for casual use.,neutral
815,"Not worth the price, charger feels cheaply made.",negative
596,"Worst vacuum I have ever purchased, total garbage.",negative
62,Really impressed with the quality of this mouse.,positive
273,"This charger is exactly what I needed, love it.",positive
1126,"The shoes is okay, does what it says.",neutral
279,"Fantastic camera, exceeded all my expectations.",positive
842,"Extremely frustrated with this monitor, does not work as advertised.",negative
369,"This keyboard exceeded my expectations, highly recommend.",positive
887,"Not worth the price, mouse feels cheaply made.",negative
1015,"Standard charger, works as expected.",neutral
860,"The book stopped working within a week, awful.",negative
721,"Extremely frustrated with this book, does not work as advertised.",negative
826,"Not worth the price, watch feels cheaply made.",negative
548,"This jacket was a complete letdown, returning it.",negative
880,"Regret buying this shoes, quality is very poor.",negative
900,"This laptop was a complete letdown, returning it.",negative
457,"This toy is exactly what I needed, love it.",positive
394,"Great quality monitor, will buy again for sure.",positive
676,"The monitor stopped working within a week, awful.",negative
912,"Not bad, not great, just an average jacket.",neutral
965,It's a decent backpack for the price.,neutral
376,"Amazing experience with this mouse, five stars!",positive
413,"Fantastic blender, exceeded all my expectations.",positive
75,"Super happy with this backpack, worth every penny.",positive
1122,"It's an okay blender, would consider alternatives next time.",neutral
863,"Terrible headphones, broke after one use.",negative
501,"This speaker was a complete letdown, returning it.",negative
942,"It's an okay headphones, would consider alternatives next time.",neutral
617,"Terrible monitor, broke after one use.",negative
115,"This laptop exceeded my expectations, highly recommend.",positive
418,The jacket works perfectly and looks fantastic.,positive
602,"Not worth the price, speaker feels cheaply made.",negative
605,The backpack arrived damaged and customer service was unhelpful.,negative
90,"Amazing experience with this tablet, five stars!",positive
1149,"The jacket is fine, meets basic expectations.",neutral
499,"Fantastic charger, exceeded all my expectations.",positive
876,"Poor quality lamp, would not recommend to anyone.",negative
927,"Standard laptop, works as expected.",neutral
999,"The laptop is okay, does what it says.",neutral
12,"Amazing experience with this tablet, five stars!",positive
397,"I absolutely love this camera, best purchase ever!",positive
755,"Extremely frustrated with this toy, does not work as advertised.",negative
556,"This jacket was a complete letdown, returning it.",negative
43,"I absolutely love this shoes, best purchase ever!",positive
168,The monitor works perfectly and looks fantastic.,positive
417,"This mouse is exactly what I needed, love it.",positive
577,"Poor quality watch, would not recommend to anyone.",negative
268,"Fantastic laptop, exceeded all my expectations.",positive
808,The vacuum arrived damaged and customer service was unhelpful.,negative
427,"Great quality headphones, will buy again for sure.",positive
691,"Poor quality lamp, would not recommend to anyone.",negative
545,"Poor quality chair, would not recommend to anyone.",negative
1123,It's a decent lamp for the price.,neutral
675,"Very disappointed with this tablet, waste of money.",negative
690,"This blender was a complete letdown, returning it.",negative
1055,"Standard mouse, works as expected.",neutral
1177,"The backpack does the job, nothing more nothing less.",neutral
1033,"Not bad, not great, just an average headphones.",neutral
1035,It's a decent shoes for the price.,neutral
258,"This shoes is exactly what I needed, love it.",positive
336,Really impressed with the quality of this speaker.,positive
16,The charger works perfectly and looks fantastic.,positive
902,"The keyboard is okay, does what it says.",neutral
325,"I absolutely love this keyboard, best purchase ever!",positive
608,"The lamp stopped working within a week, awful.",negative
1054,"Average backpack, nothing special but works fine.",neutral
791,"Extremely frustrated with this jacket, does not work as advertised.",negative
223,"Super happy with this tablet, worth every penny.",positive
180,"Fantastic camera, exceeded all my expectations.",positive
100,"I absolutely love this shoes, best purchase ever!",positive
522,"Very disappointed with this backpack, waste of money.",negative
23,"Fantastic jacket, exceeded all my expectations.",positive
357,The headphones works perfectly and looks fantastic.,positive
734,"Worst vacuum I have ever purchased, total garbage.",negative
1094,Reasonable backpack for casual use.,neutral
1112,"Not bad, not great, just an average vacuum.",neutral
612,"Worst laptop I have ever purchased, total garbage.",negative
1010,"The watch does the job, nothing more nothing less.",neutral
341,"This chair exceeded my expectations, highly recommend.",positive
432,The speaker works perfectly and looks fantastic.,positive
962,"Standard watch, works as expected.",neutral
218,"I absolutely love this charger, best purchase ever!",positive
204,"Super happy with this watch, worth every penny.",positive
906,"The camera is okay, does what it says.",neutral
923,"The speaker does the job, nothing more nothing less.",neutral
94,"This toy is exactly what I needed, love it.",positive
911,"Not bad, not great, just an average tablet.",neutral
69,"This watch is exactly what I needed, love it.",positive
895,"Extremely frustrated with this monitor, does not work as advertised.",negative
285,"This vacuum exceeded my expectations, highly recommend.",positive
697,"This camera was a complete letdown, returning it.",negative
86,"Great quality backpack, will buy again for sure.",positive
435,"Amazing experience with this lamp, five stars!",positive
797,"Worst laptop I have ever purchased, total garbage.",negative
154,"Fantastic lamp, exceeded all my expectations.",positive
76,"Fantastic watch, exceeded all my expectations.",positive
1043,"Standard camera, works as expected.",neutral
581,"This watch was a complete letdown, returning it.",negative
447,"This book is exactly what I needed, love it.",positive
704,The keyboard arrived damaged and customer service was unhelpful.,negative
189,"This phone case exceeded my expectations, highly recommend.",positive
272,Really impressed with the quality of this vacuum.,positive
237,"Excellent charger, fast shipping and great service.",positive
488,"This jacket exceeded my expectations, highly recommend.",positive
1160,"The blender arrived on time, no complaints.",neutral
560,"Worst lamp I have ever purchased, total garbage.",negative
118,"Amazing experience with this shoes, five stars!",positive
638,"This watch was a complete letdown, returning it.",negative
1128,"The charger does the job, nothing more nothing less.",neutral
751,"Worst speaker I have ever purchased, total garbage.",negative
513,The book arrived damaged and customer service was unhelpful.,negative
634,"The phone case stopped working within a week, awful.",negative
786,"Not worth the price, laptop feels cheaply made.",negative
1007,"Not bad, not great, just an average shoes.",neutral
853,"Poor quality monitor, would not recommend to anyone.",negative
127,"Amazing experience with this headphones, five stars!",positive
117,"This charger exceeded my expectations, highly recommend.",positive
474,"Amazing experience with this laptop, five stars!",positive
741,"This tablet was a complete letdown, returning it.",negative
993,"Average vacuum, nothing special but works fine.",neutral
58,"This laptop exceeded my expectations, highly recommend.",positive
604,"Extremely frustrated with this shoes, does not work as advertised.",negative
787,"Worst blender I have ever purchased, total garbage.",negative
971,"Average headphones, nothing special but works fine.",neutral
657,"Regret buying this chair, quality is very poor.",negative
903,"The charger is fine, meets basic expectations.",neutral
922,"The charger is fine, meets basic expectations.",neutral
106,"Amazing experience with this book, five stars!",positive
636,"Regret buying this shoes, quality is very poor.",negative
370,"Excellent shoes, fast shipping and great service.",positive
269,"This shoes exceeded my expectations, highly recommend.",positive
656,"This backpack was a complete letdown, returning it.",negative
47,"Amazing experience with this charger, five stars!",positive
350,"Excellent backpack, fast shipping and great service.",positive
774,"Not worth the price, jacket feels cheaply made.",negative
196,"I absolutely love this monitor, best purchase ever!",positive
103,"Super happy with this laptop, worth every penny.",positive
5,Really impressed with the quality of this headphones.,positive
620,"Very disappointed with this jacket, waste of money.",negative
991,"The camera arrived on time, no complaints.",neutral
53,"Excellent lamp, fast shipping and great service.",positive
264,"I absolutely love this backpack, best purchase ever!",positive
1093,"The book is okay, does what it says.",neutral
444,The jacket works perfectly and looks fantastic.,positive
972,"Not bad, not great, just an average speaker.",neutral
783,"Worst keyboard I have ever purchased, total garbage.",negative
847,"The toy stopped working within a week, awful.",negative
692,"Extremely frustrated with this tablet, does not work as advertised.",negative
305,"Excellent charger, fast shipping and great service.",positive
342,"I absolutely love this lamp, best purchase ever!",positive
867,"Very disappointed with this tablet, waste of money.",negative
314,"Excellent camera, fast shipping and great service.",positive
150,Really impressed with the quality of this shoes.,positive
125,"I absolutely love this blender, best purchase ever!",positive
1063,Reasonable book for casual use.,neutral
575,"This headphones was a complete letdown, returning it.",negative
698,"Worst charger I have ever purchased, total garbage.",negative
665,"Not worth the price, tablet feels cheaply made.",negative
51,"Fantastic shoes, exceeded all my expectations.",positive
727,"This backpack was a complete letdown, returning it.",negative
800,"This mouse was a complete letdown, returning it.",negative
354,"Excellent jacket, fast shipping and great service.",positive
1153,"The watch is okay, does what it says.",neutral
143,"Fantastic toy, exceeded all my expectations.",positive
471,"Fantastic mouse, exceeded all my expectations.",positive
654,"Regret buying this charger, quality is very poor.",negative
400,"This book exceeded my expectations, highly recommend.",positive
1154,"The charger is fine, meets basic expectations.",neutral
938,"The lamp is okay, does what it says.",neutral
321,"I absolutely love this vacuum, best purchase ever!",positive
20,"Super happy with this blender, worth every penny.",positive
685,"Extremely frustrated with this lamp, does not work as advertised.",negative
36,"This camera exceeded my expectations, highly recommend.",positive
825,"Regret buying this watch, quality is very poor.",negative
506,"Extremely frustrated with this charger, does not work as advertised.",negative
828,"Poor quality monitor, would not recommend to anyone.",negative
1071,Reasonable toy for casual use.,neutral
408,"This book exceeded my expectations, highly recommend.",positive
818,"This headphones was a complete letdown, returning it.",negative
538,"Worst monitor I have ever purchased, total garbage.",negative
759,"This backpack was a complete letdown, returning it.",negative
1069,"The chair is fine, meets basic expectations.",neutral
893,"Worst lamp I have ever purchased, total garbage.",negative
39,"This watch is exactly what I needed, love it.",positive
176,"Great quality vacuum, will buy again for sure.",positive
246,Really impressed with the quality of this tablet.,positive
811,"Extremely frustrated with this tablet, does not work as advertised.",negative
1085,It's a decent backpack for the price.,neutral
1078,"It's an okay phone case, would consider alternatives next time.",neutral
785,"The toy stopped working within a week, awful.",negative
1185,"Standard toy, works as expected.",neutral
490,"Fantastic speaker, exceeded all my expectations.",positive
155,The charger works perfectly and looks fantastic.,positive
639,"The laptop stopped working within a week, awful.",negative
663,"Very disappointed with this blender, waste of money.",negative
854,"Very disappointed with this mouse, waste of money.",negative
288,"Amazing experience with this backpack, five stars!",positive
626,"Poor quality vacuum, would not recommend to anyone.",negative
1200,Reasonable laptop for casual use.,neutral
686,"The keyboard stopped working within a week, awful.",negative
873,"Not worth the price, blender feels cheaply made.",negative
570,"The camera stopped working within a week, awful.",negative
1144,"Average chair, nothing special but works fine.",neutral
735,The headphones arrived damaged and customer service was unhelpful.,negative
793,"Worst watch I have ever purchased, total garbage.",negative
18,"This charger exceeded my expectations, highly recommend.",positive
128,"Excellent watch, fast shipping and great service.",positive
323,"I absolutely love this headphones, best purchase ever!",positive
256,"Great quality keyboard, will buy again for sure.",positive
944,"Not bad, not great, just an average monitor.",neutral
1180,Reasonable tablet for casual use.,neutral
191,"I absolutely love this vacuum, best purchase ever!",positive
116,"Excellent laptop, fast shipping and great service.",positive
1174,"The blender is fine, meets basic expectations.",neutral
889,"This monitor was a complete letdown, returning it.",negative
607,The vacuum arrived damaged and customer service was unhelpful.,negative
181,The book works perfectly and looks fantastic.,positive
302,The shoes works perfectly and looks fantastic.,positive
497,"This backpack exceeded my expectations, highly recommend.",positive
349,"This monitor is exactly what I needed, love it.",positive
1036,"Standard lamp, works as expected.",neutral
983,"Average laptop, nothing special but works fine.",neutral
745,"Worst jacket I have ever purchased, total garbage.",negative
1152,"The jacket is fine, meets basic expectations.",neutral
518,"Not worth the price, blender feels cheaply made.",negative
373,"This book is exactly what I needed, love it.",positive
46,Really impressed with the quality of this keyboard.,positive
477,"I absolutely love this jacket, best purchase ever!",positive
158,"Great quality mouse, will buy again for sure.",positive
1047,It's a decent vacuum for the price.,neutral
172,"Fantastic phone case, exceeded all my expectations.",positive
17,"Amazing experience with this backpack, five stars!",positive
512,"Worst laptop I have ever purchased, total garbage.",negative
49,"Great quality jacket, will buy again for sure.",positive
192,Really impressed with the quality of this monitor.,positive
547,"Poor quality backpack, would not recommend to anyone.",negative
516,"Extremely frustrated with this backpack, does not work as advertised.",negative
978,Reasonable jacket for casual use.,neutral
939,"The chair arrived on time, no complaints.",neutral
829,"Regret buying this jacket, quality is very poor.",negative
984,"The toy arrived on time, no complaints.",neutral
481,"This book exceeded my expectations, highly recommend.",positive
1129,"The blender arrived on time, no complaints.",neutral
284,"Super happy with this charger, worth every penny.",positive
1030,"The toy does the job, nothing more nothing less.",neutral
798,"Worst headphones I have ever purchased, total garbage.",negative
940,"Standard jacket, works as expected.",neutral
226,"Excellent blender, fast shipping and great service.",positive
27,Really impressed with the quality of this monitor.,positive
283,The shoes works perfectly and looks fantastic.,positive
1150,"Average keyboard, nothing special but works fine.",neutral
438,The backpack works perfectly and looks fantastic.,positive
1168,"The phone case is fine, meets basic expectations.",neutral
365,"Super happy with this camera, worth every penny.",positive
230,"Fantastic toy, exceeded all my expectations.",positive
38,"Amazing experience with this vacuum, five stars!",positive
670,"Worst tablet I have ever purchased, total garbage.",negative
750,The headphones arrived damaged and customer service was unhelpful.,negative
1181,Reasonable book for casual use.,neutral
375,"Amazing experience with this speaker, five stars!",positive
470,"This charger exceeded my expectations, highly recommend.",positive
883,"Very disappointed with this monitor, waste of money.",negative
1182,It's a decent keyboard for the price.,neutral
688,"Worst blender I have ever purchased, total garbage.",negative
33,"Super happy with this jacket, worth every penny.",positive
1011,"The tablet does the job, nothing more nothing less.",neutral
1176,It's a decent shoes for the price.,neutral
195,The laptop works perfectly and looks fantastic.,positive
1106,"The speaker is fine, meets basic expectations.",neutral
1114,"The backpack is fine, meets basic expectations.",neutral
1064,"The jacket arrived on time, no complaints.",neutral
504,"Extremely frustrated with this jacket, does not work as advertised.",negative
916,"Average camera, nothing special but works fine.",neutral
977,"The headphones does the job, nothing more nothing less.",neutral
1183,"Average chair, nothing special but works fine.",neutral
1088,"The phone case does the job, nothing more nothing less.",neutral
801,"Regret buying this camera, quality is very poor.",negative
580,"This toy was a complete letdown, returning it.",negative
161,"This phone case is exactly what I needed, love it.",positive
681,The monitor arrived damaged and customer service was unhelpful.,negative
1198,"Not bad, not great, just an average toy.",neutral
163,"This blender exceeded my expectations, highly recommend.",positive
822,"The chair stopped working within a week, awful.",negative
706,"The charger stopped working within a week, awful.",negative
1009,"The headphones is okay, does what it says.",neutral
878,"Terrible tablet, broke after one use.",negative
896,"The charger stopped working within a week, awful.",negative
914,"The book does the job, nothing more nothing less.",neutral
1199,"It's an okay jacket, would consider alternatives next time.",neutral
153,Really impressed with the quality of this tablet.,positive
979,"The monitor arrived on time, no complaints.",neutral
1003,"It's an okay tablet, would consider alternatives next time.",neutral
510,The lamp arrived damaged and customer service was unhelpful.,negative
112,"Excellent blender, fast shipping and great service.",positive
227,"Amazing experience with this lamp, five stars!",positive
986,"Standard watch, works as expected.",neutral
852,"Extremely frustrated with this mouse, does not work as advertised.",negative
104,"Fantastic headphones, exceeded all my expectations.",positive
422,"This chair exceeded my expectations, highly recommend.",positive
420,Really impressed with the quality of this speaker.,positive
625,"Very disappointed with this keyboard, waste of money.",negative
587,"Very disappointed with this monitor, waste of money.",negative
1061,"The laptop is okay, does what it says.",neutral
920,"Standard speaker, works as expected.",neutral
673,"Very disappointed with this headphones, waste of money.",negative
120,"Great quality jacket, will buy again for sure.",positive
54,"Excellent lamp, fast shipping and great service.",positive
152,"This chair exceeded my expectations, highly recommend.",positive
404,"Great quality charger, will buy again for sure.",positive
1189,"It's an okay keyboard, would consider alternatives next time.",neutral
208,"This laptop is exactly what I needed, love it.",positive
1135,"Average laptop, nothing special but works fine.",neutral
659,"Regret buying this mouse, quality is very poor.",negative
1097,"Not bad, not great, just an average toy.",neutral
233,Really impressed with the quality of this charger.,positive
9,Really impressed with the quality of this toy.,positive
160,"This charger exceeded my expectations, highly recommend.",positive
37,"Great quality chair, will buy again for sure.",positive
453,Really impressed with the quality of this lamp.,positive
652,"Not worth the price, book feels cheaply made.",negative
254,"Amazing experience with this headphones, five stars!",positive
304,"Excellent phone case, fast shipping and great service.",positive
897,"Not worth the price, jacket feels cheaply made.",negative
1049,"Average speaker, nothing special but works fine.",neutral
881,"The tablet stopped working within a week, awful.",negative
572,"Not worth the price, speaker feels cheaply made.",negative
624,"Regret buying this backpack, quality is very poor.",negative
1145,"The charger is fine, meets basic expectations.",neutral
1031,"The book is fine, meets basic expectations.",neutral
1146,Reasonable jacket for casual use.,neutral
263,"Amazing experience with this mouse, five stars!",positive
611,"This tablet was a complete letdown, returning it.",negative
298,"Excellent speaker, fast shipping and great service.",positive
990,Reasonable keyboard for casual use.,neutral
415,Really impressed with the quality of this chair.,positive
151,"I absolutely love this chair, best purchase ever!",positive
946,"Average shoes, nothing special but works fine.",neutral
473,"Excellent jacket, fast shipping and great service.",positive
953,"The speaker does the job, nothing more nothing less.",neutral
988,"The toy is fine, meets basic expectations.",neutral
779,The toy arrived damaged and customer service was unhelpful.,negative
641,"Very disappointed with this blender, waste of money.",negative
1190,"The vacuum arrived on time, no complaints.",neutral
1143,"It's an okay speaker, would consider alternatives next time.",neutral
551,"Extremely frustrated with this speaker, does not work as advertised.",negative
640,"Extremely frustrated with this tablet, does not work as advertised.",negative
936,"Standard shoes, works as expected.",neutral
929,"The camera is okay, does what it says.",neutral
489,"This backpack is exactly what I needed, love it.",positive
820,"Extremely frustrated with this vacuum, does not work as advertised.",negative
711,"Regret buying this watch, quality is very poor.",negative
1081,"The shoes is okay, does what it says.",neutral
148,"Excellent shoes, fast shipping and great service.",positive
147,"This chair exceeded my expectations, highly recommend.",positive
1175,"It's an okay monitor, would consider alternatives next time.",neutral
963,It's a decent toy for the price.,neutral
346,"I absolutely love this charger, best purchase ever!",positive
403,"This book is exactly what I needed, love it.",positive
932,"The watch is okay, does what it says.",neutral
955,"Average backpack, nothing special but works fine.",neutral
1125,It's a decent toy for the price.,neutral
660,"This toy was a complete letdown, returning it.",negative
464,"Super happy with this watch, worth every penny.",positive
187,"Fantastic jacket, exceeded all my expectations.",positive
609,"Very disappointed with this tablet, waste of money.",negative
144,"I absolutely love this watch, best purchase ever!",positive
752,"Worst shoes I have ever purchased, total garbage.",negative
982,Reasonable tablet for casual use.,neutral
198,"This shoes exceeded my expectations, highly recommend.",positive
884,"Extremely frustrated with this toy, does not work as advertised.",negative
280,"Amazing experience with this book, five stars!",positive
294,Really impressed with the quality of this mouse.,positive
1089,"Not bad, not great, just an average charger.",neutral
401,Really impressed with the quality of this phone case.,positive
123,"This shoes exceeded my expectations, highly recommend.",positive
203,"I absolutely love this tablet, best purchase ever!",positive
836,The speaker arrived damaged and customer service was unhelpful.,negative
247,"Super happy with this chair, worth every penny.",positive
1140,"The mouse does the job, nothing more nothing less.",neutral
385,"Amazing experience with this blender, five stars!",positive
855,"Poor quality monitor, would not recommend to anyone.",negative
220,Really impressed with the quality of this watch.,positive
642,"Not worth the price, book feels cheaply made.",negative
2,"Amazing experience with this camera, five stars!",positive
113,"Excellent monitor, fast shipping and great service.",positive
699,"The phone case stopped working within a week, awful.",negative
952,"It's an okay keyboard, would consider alternatives next time.",neutral
1079,"The book is fine, meets basic expectations.",neutral
442,The lamp works perfectly and looks fantastic.,positive
664,"Poor quality vacuum, would not recommend to anyone.",negative
1197,"The jacket arrived on time, no complaints.",neutral
318,"Excellent camera, fast shipping and great service.",positive
649,"Terrible phone case, broke after one use.",negative
710,"The laptop stopped working within a week, awful.",negative
973,Reasonable book for casual use.,neutral
628,"Worst shoes I have ever purchased, total garbage.",negative
633,"Very disappointed with this watch, waste of money.",negative
1172,"Not bad, not great, just an average watch.",neutral
1107,"The keyboard does the job, nothing more nothing less.",neutral
796,"Regret buying this charger, quality is very poor.",negative
646,"Regret buying this shoes, quality is very poor.",negative
1013,"It's an okay charger, would consider alternatives next time.",neutral
557,The keyboard arrived damaged and customer service was unhelpful.,negative
682,"This laptop was a complete letdown, returning it.",negative
578,"Extremely frustrated with this backpack, does not work as advertised.",negative
525,"Very disappointed with this mouse, waste of money.",negative
1060,"The toy is okay, does what it says.",neutral
541,"Regret buying this tablet, quality is very poor.",negative
749,"Extremely frustrated with this mouse, does not work as advertised.",negative
1110,"The camera is fine, meets basic expectations.",neutral
485,"Fantastic phone case, exceeded all my expectations.",positive
96,"This shoes exceeded my expectations, highly recommend.",positive
1021,"The camera does the job, nothing more nothing less.",neutral
564,"Regret buying this phone case, quality is very poor.",negative
743,"Worst phone case I have ever purchased, total garbage.",negative
864,"Poor quality camera, would not recommend to anyone.",negative
892,"Very disappointed with this shoes, waste of money.",negative
1039,"The chair does the job, nothing more nothing less.",neutral
207,"Excellent blender, fast shipping and great service.",positive
393,"Amazing experience with this speaker, five stars!",positive
795,The mouse arrived damaged and customer service was unhelpful.,negative
871,"Regret buying this tablet, quality is very poor.",negative
398,"Fantastic laptop, exceeded all my expectations.",positive
767,"The charger stopped working within a week, awful.",negative
1100,Reasonable charger for casual use.,neutral
1029,"The watch does the job, nothing more nothing less.",neutral
643,"Extremely frustrated with this monitor, does not work as advertised.",negative
613,"Not worth the price, keyboard feels cheaply made.",negative
961,"The speaker arrived on time, no complaints.",neutral
726,"Poor quality speaker, would not recommend to anyone.",negative
684,"Very disappointed with this monitor, waste of money.",negative
99,Really impressed with the quality of this shoes.,positive
805,The speaker arrived damaged and customer service was unhelpful.,negative
407,"Excellent headphones, fast shipping and great service.",positive
503,"The book stopped working within a week, awful.",negative
1072,"The vacuum does the job, nothing more nothing less.",neutral
1057,"The monitor arrived on time, no complaints.",neutral
930,"Not bad, not great, just an average headphones.",neutral
780,"Regret buying this jacket, quality is very poor.",negative
201,"Amazing experience with this backpack, five stars!",positive
135,"Fantastic tablet, exceeded all my expectations.",positive
1052,"It's an okay camera, would consider alternatives next time.",neutral
41,"Amazing experience with this vacuum, five stars!",positive
1018,"Average vacuum, nothing special but works fine.",neutral
231,"Super happy with this keyboard, worth every penny.",positive
379,"Fantastic vacuum, exceeded all my expectations.",positive
289,"Excellent headphones, fast shipping and great service.",positive
419,"Excellent lamp, fast shipping and great service.",positive
392,"Amazing experience with this blender, five stars!",positive
593,"Very disappointed with this monitor, waste of money.",negative
1087,It's a decent blender for the price.,neutral
648,"Not worth the price, speaker feels cheaply made.",negative
521,The backpack arrived damaged and customer service was unhelpful.,negative
65,"This phone case exceeded my expectations, highly recommend.",positive
15,"Excellent watch, fast shipping and great service.",positive
1065,Reasonable chair for casual use.,neutral
493,"This shoes is exactly what I needed, love it.",positive
380,"Excellent monitor, fast shipping and great service.",positive
188,"Fantastic tablet, exceeded all my expectations.",positive
764,"Regret buying this lamp, quality is very poor.",negative
217,"Fantastic mouse, exceeded all my expectations.",positive
792,"Regret buying this toy, quality is very poor.",negative
1077,"The lamp is fine, meets basic expectations.",neutral
879,"Worst chair I have ever purchased, total garbage.",negative
338,"This keyboard exceeded my expectations, highly recommend.",positive
720,"Regret buying this speaker, quality is very poor.",negative
296,"This mouse is exactly what I needed, love it.",positive
1017,Reasonable monitor for casual use.,neutral
456,"This watch is exactly what I needed, love it.",positive
816,"Poor quality keyboard, would not recommend to anyone.",negative
270,"Great quality jacket, will buy again for sure.",positive
996,"The backpack arrived on time, no complaints.",neutral
202,"Great quality watch, will buy again for sure.",positive
162,Really impressed with the quality of this chair.,positive
730,The book arrived damaged and customer service was unhelpful.,negative
402,"This speaker is exactly what I needed, love it.",positive
703,"Extremely frustrated with this headphones, does not work as advertised.",negative
1130,Reasonable phone case for casual use.,neutral
566,"This book was a complete letdown, returning it.",negative
1022,"The shoes arrived on time, no complaints.",neutral
1026,"The shoes arrived on time, no complaints.",neutral
1105,It's a decent speaker for the price.,neutral
206,"Great quality camera, will buy again for sure.",positive
35,"Amazing experience with this monitor, five stars!",positive
776,"This monitor was a complete letdown, returning it.",negative
509,"Poor quality keyboard, would not recommend to anyone.",negative
1184,"The toy does the job, nothing more nothing less.",neutral
92,"Excellent speaker, fast shipping and great service.",positive
898,"The watch stopped working within a week, awful.",negative
565,"Regret buying this laptop, quality is very poor.",negative
777,"Very disappointed with this headphones, waste of money.",negative
242,The lamp works perfectly and looks fantastic.,positive
14,"I absolutely love this camera, best purchase ever!",positive
316,"Super happy with this jacket, worth every penny.",positive
601,"Terrible laptop, broke after one use.",negative
388,"Amazing experience with this keyboard, five stars!",positive
167,"Amazing experience with this headphones, five stars!",positive
841,"Not worth the price, laptop feels cheaply made.",negative
21,Really impressed with the quality of this monitor.,positive
647,"Extremely frustrated with this laptop, does not work as advertised.",negative
1155,It's a decent lamp for the price.,neutral
832,"This shoes was a complete letdown, returning it.",negative
563,"This mouse was a complete letdown, returning it.",negative
1171,"The jacket is fine, meets basic expectations.",neutral
687,"Poor quality book, would not recommend to anyone.",negative
958,"Standard charger, works as expected.",neutral
190,"Great quality headphones, will buy again for sure.",positive
976,"Standard backpack, works as expected.",neutral
700,"Regret buying this backpack, quality is very poor.",negative
511,The shoes arrived damaged and customer service was unhelpful.,negative
1083,Reasonable watch for casual use.,neutral
475,"Super happy with this toy, worth every penny.",positive
